Longitude,Latitude,County,State,City,ZIP,ID
-109.97538595,34.1652321,NAVAJO,AZ,LAKESIDE,85929,174
-111.750194,33.2821941,MARICOPA,AZ,GILBERT,85297,175
-112.28768324,33.4652729200001,MARICOPA,AZ,AVONDALE,85392,176
-110.8556645,32.2398469,PIMA,AZ,TUCSON,85712,177
-112.34380725,33.64112837,MARICOPA,AZ,SURPRISE,85378,178
-111.60649395,35.20669667,COCONINO,AZ,FLAGSTAFF,86004,179
-112.08117563,33.4356313500001,MARICOPA,AZ,PHOENIX,85007,180
-111.84738448,33.3402740600001,MARICOPA,AZ,CHANDLER,85225,181
-110.87611878,32.25593768,PIMA,AZ,TUCSON,85712,182
-112.05282546,33.4660456400001,MARICOPA,AZ,PHOENIX,85006,183
-112.11384238,33.6778566300001,MARICOPA,AZ,PHOENIX,85027,184
-111.0073363,32.31676456,PIMA,AZ,TUCSON,85704,185
-112.04204647,33.4549441500001,MARICOPA,AZ,PHOENIX,85006,186
-112.0840587,33.4346887,MARICOPA,AZ,PHOENIX,85007,187
-114.528661,35.186387,MOHAVE,AZ,BULLHEAD CITY,86429,188
-112.00597019,33.48286813,MARICOPA,AZ,PHOENIX,85018,189
-112.32766139,34.59050187,YAVAPAI,AZ,PRESCOTT VALLEY,86314,190
-112.063426,33.4633930000001,MARICOPA,AZ,PHOENIX,85006,191
-112.26179888,33.60420695,MARICOPA,AZ,PEORIA,85381,192
-112.34113547,33.63931726,MARICOPA,AZ,SURPRISE,85378,193
-111.8686893,33.305529,MARICOPA,AZ,CHANDLER,85224,194
-111.70987496,33.37995297,MARICOPA,AZ,MESA,85206,195
-111.00846929,32.3185910300001,PIMA,AZ,TUCSON,85704,196
-111.87281182,33.5830879000001,MARICOPA,AZ,SCOTTSDALE,85260,197
-110.88296381,32.2559568500001,PIMA,AZ,TUCSON,85712,198
-112.20389582,33.60780443,MARICOPA,AZ,GLENDALE,85304,199
-111.89026145,33.56112225,MARICOPA,AZ,SCOTTSDALE,85258,200
-113.98571896,35.2190708300001,MOHAVE,AZ,KINGMAN,86409,201
-112.32841054,34.5961893300001,YAVAPAI,AZ,PRESCOTT VALLEY,86314,202
-111.63041947,35.21008656,COCONINO,AZ,FLAGSTAFF,86001,203
-114.63004394,32.68332744,YUMA,AZ,YUMA,85364,204
-112.03966773,33.4808672300001,MARICOPA,AZ,PHOENIX,85016,205
-112.20158176,33.6550542000001,MARICOPA,AZ,GLENDALE,85308,206
-111.96854787,33.7986857400001,MARICOPA,AZ,CAVE CREEK,85331,207
-112.10218155,33.52481593,MARICOPA,AZ,PHOENIX,85015,208
-111.7082731,33.380214,MARICOPA,AZ,MESA,85206,209
-111.99746997,33.6397581800001,MARICOPA,AZ,PHOENIX,85032,210
-112.4206714,33.6374373,MARICOPA,AZ,SURPRISE,85374,211
-112.35340015,33.4615884500001,MARICOPA,AZ,GOODYEAR,85395,212
-111.73480037,33.38030393,MARICOPA,AZ,MESA,85206,213
-112.05738174,33.46442144,MARICOPA,AZ,PHOENIX,85006,214
-110.94630651,32.2419737700001,PIMA,AZ,TUCSON,85724,215
-111.68799961,33.4110054000001,MARICOPA,AZ,MESA,85206,216
-112.28366707,33.60423473,MARICOPA,AZ,SUN CITY,85351,217
-111.71074859,32.88115523,PINAL,AZ,CASA GRANDE,85122,218
-112.37250587,33.6596894300001,MARICOPA,AZ,SUN CITY WEST,85375,219
-111.87756751,33.3894771600001,MARICOPA,AZ,MESA,85202,220
-112.25779128,33.4786071400001,MARICOPA,AZ,PHOENIX,85037,221
-111.72300023,33.38475362,MARICOPA,AZ,GILBERT,85234,222
-111.5671567,33.39427956,PINAL,AZ,APACHE JUNCTION,85120,223
-111.85675526,33.28557024,MARICOPA,AZ,CHANDLER,85286,224
-111.68649231,33.4116920700001,MARICOPA,AZ,MESA,85206,225
-111.56559085,33.2144353800001,PINAL,AZ,QUEEN CREEK,85140,226
-112.17968539,33.6083543,MARICOPA,AZ,GLENDALE,85306,227
-110.93069873,32.1758547000001,PIMA,AZ,TUCSON,85713,228
-110.22977963,31.5524178000001,COCHISE,AZ,SIERRA VISTA,85635,229
-111.08531186,32.3609004300001,PIMA,AZ,TUCSON,85742,230
-112.09911252,33.532134,MARICOPA,AZ,PHOENIX,85015,231
-109.95906629,33.8765490000001,NAVAJO,AZ,WHITERIVER,85941,232
-109.6081006,36.1576028600001,APACHE,AZ,CHINLE,86503,233
-111.87461186,33.29739077,MARICOPA,AZ,CHANDLER,85224,234
-112.1670055,33.3802854,MARICOPA,AZ,LAVEEN,85339,235
-111.63696248,33.35075182,MARICOPA,AZ,MESA,85212,236
-111.6439482,35.20964623,COCONINO,AZ,FLAGSTAFF,86001,237
-111.48568867,33.07313487,PINAL,AZ,FLORENCE,85132,238
-109.04848784,35.75930577,APACHE,AZ,FORT DEFIANCE,86504,239
-111.92555162,33.4901910400001,MARICOPA,AZ,SCOTTSDALE,85251,240
-114.33878975,34.4804539900001,MOHAVE,AZ,LAKE HAVASU CITY,86403,241
-112.13035843,33.7855884300001,MARICOPA,AZ,PHOENIX,85085,242
-112.11606718,33.6661282700001,MARICOPA,AZ,PHOENIX,85027,243
-112.07077104,33.56914841,MARICOPA,AZ,PHOENIX,85020,244
-111.92296685,33.4883938500001,MARICOPA,AZ,SCOTTSDALE,85251,245
-111.88518409,33.58083809,MARICOPA,AZ,SCOTTSDALE,85260,246
-111.9223224,33.67112932,MARICOPA,AZ,SCOTTSDALE,85255,247
-114.03697743,35.2200708400001,MOHAVE,AZ,KINGMAN,86409,248
-111.95644824,33.6590826300001,MARICOPA,AZ,PHOENIX,85054,249
-111.75243904,33.2868555800001,MARICOPA,AZ,GILBERT,85297,250
-111.61116328,33.3914970700001,MARICOPA,AZ,MESA,85209,251
-109.73515724,32.82275472,GRAHAM,AZ,SAFFORD,85546,252
-112.29846083,33.60904041,MARICOPA,AZ,TUCSON,85741,253
-110.98527679,31.95586934,PIMA,AZ,SAHUARITA,85629,254
-111.99661459,33.4566498300001,MARICOPA,AZ,PHOENIX,85008,255
-110.94877018,32.4290227600001,PIMA,AZ,ORO VALLEY,85755,256
-111.89128381,33.3338859900001,MARICOPA,AZ,CHANDLER,85224,257
-111.88207143,33.2609327000001,MARICOPA,AZ,CHANDLER,85248,258
-110.41787595,33.2957575300001,GRAHAM,AZ,PERIDOT,85542,259
-111.00990386,31.8067235400001,PIMA,AZ,GREEN VALLEY,85614,260
-110.85512155,32.2265061300001,PIMA,AZ,TUCSON,85711,261
-112.27553187,33.54242652,MARICOPA,AZ,GLENDALE,85307,262
-112.0422176,33.45477758,MARICOPA,AZ,PHOENIX,85006,263
-112.07940279,33.48097074,MARICOPA,AZ,PHOENIX,85013,264
-111.00017368,32.2281177300001,PIMA,AZ,TUCSON,85745,265
-110.01770074,34.20249383,NAVAJO,AZ,SHOW LOW,85901,266
-111.9406125,33.4125968600001,MARICOPA,AZ,TEMPE,85281,267
-110.88449797,32.2487826500001,PIMA,AZ,TUCSON,85712,268
-111.89048857,31.91850571,PIMA,AZ,SELLS,85634,269
-111.23730391,36.1357736100001,COCONINO,AZ,TUBA CITY,86045,270
-110.8948742,32.2221731000001,PIMA,AZ,TUCSON,85711,271
-110.87929885,32.2523042500001,PIMA,AZ,TUCSON,85712,272
-114.59639772,35.00223558,MOHAVE,AZ,FORT MOHAVE,86426,273
-112.02641296,33.4578471,MARICOPA,AZ,PHOENIX,85008,274
-112.0295646,34.7353596400001,YAVAPAI,AZ,COTTONWOOD,86326,275
-114.5550477,35.1108471700001,MOHAVE,AZ,BULLHEAD CITY,86442,276
-112.36440187,33.4538635800001,MARICOPA,AZ,GOODYEAR,85338,277
-112.48127115,34.5602200500001,YAVAPAI,AZ,PRESCOTT,86301,278
-112.33037981,34.5905394500001,YAVAPAI,AZ,PRESCOTT VALLEY,86314,279
-114.63538324,32.6827470900001,YUMA,AZ,YUMA,85364,280
-112.05699762,33.4628877600001,MARICOPA,AZ,PHOENIX,85006,281
-110.94685512,32.24135269,PIMA,AZ,TUCSON,85724,282
-91.33823119,34.27979487,ARKANSAS,AR,DEWITT,72042,283
-91.9387990499999,33.13845416,ASHLEY,AR,CROSSETT,71635,284
-92.3965442099999,36.34210333,BAXTER,AR,MOUNTAIN HOME,72653,285
-94.1461075999999,36.2785567,BENTON,AR,ROGERS,72758,286
-94.18297802,36.30899285,BENTON,AR,ROGERS,72758,287
-94.1913569,36.3399063300001,BENTON,AR,BENTONVILLE,72712,288
-94.45911011,36.40858329,BENTON,AR,GRAVETTE,72736,289
-94.50765532,36.1897842700001,BENTON,AR,SILOAM SPRINGS,72761,290
-93.10913937,36.2365313600001,BOONE,AR,HARRISON,72601,291
-92.05925489,33.6103641300001,BRADLEY,AR,WARREN,71671,292
-93.7442359199999,36.4001637900001,CARROLL,AR,EUREKA SPRINGS,72632,293
-93.5518257699999,36.3590621000001,CARROLL,AR,BERRYVILLE,72616,294
-91.2903315999999,33.3147629000001,CHICOT,AR,LAKE VILLAGE,71653,295
-93.0888241599999,34.12291357,CLARK,AR,ARKADELPHIA,71923,296
-90.20483796,36.3901194700001,CLAY,AR,PIGGOTT,72454,297
-91.9979984999999,35.5045011300001,CLEBURNE,AR,HEBER SPRINGS,72543,298
-93.23913276,33.27419818,COLUMBIA,AR,MAGNOLIA,71753,299
-92.7213513199999,35.1680149100001,CONWAY,AR,MORRILTON,72110,300
-90.666568,35.808393,CRAIGHEAD,AR,JONESBORO,72401,301
-90.6930359099999,35.8326775,CRAIGHEAD,AR,JONESBORO,72401,302
-90.6365143099999,35.8668293700001,CRAIGHEAD,AR,JONESBORO,72405,303
-90.70261858,35.8364980200001,CRAIGHEAD,AR,JONESBORO,72401,304
-90.66978926,35.85221482,CRAIGHEAD,AR,JONESBORO,72405,305
-94.3387977099999,35.43540066,CRAWFORD,AR,VAN BUREN,72956,306
-90.17783336,35.16795985,CRITTENDEN,AR,WEST MEMPHIS,72301,307
-90.78664054,35.2195579200001,CROSS,AR,WYNNE,72396,308
-92.4255876399999,33.81085539,DALLAS,AR,FORDYCE,71742,309
-91.48036852,33.8732016700001,DESHA,AR,DUMAS,71639,310
-91.39227634,33.6184553200001,DESHA,AR,MCGEHEE,71654,311
-92.4195706199999,35.05671664,FAULKNER,AR,CONWAY,72032,312
-92.42399239,35.0381092800001,FAULKNER,AR,CONWAY,72034,313
-92.4578835999999,35.08566805,FAULKNER,AR,CONWAY,72034,314
-92.4556860499999,35.08929113,FAULKNER,AR,CONWAY,72034,315
-93.83344375,35.4858200100001,FRANKLIN,AR,OZARK,72949,316
-91.81030795,36.3829008800001,FULTON,AR,SALEM,72576,317
-93.06627041,34.46802567,GARLAND,AR,HOT SPRINGS,71913,318
-93.0749322299999,34.4642512300001,GARLAND,AR,HOT SPRINGS,71913,319
-93.0672341,34.4680542200001,GARLAND,AR,HOT SPRINGS,71913,320
-93.05757749,34.5098970700001,GARLAND,AR,HOT SPRINGS,71901,321
-93.0353852699999,34.48610511,GARLAND,AR,HOT SPRINGS,71901,322
-90.4984570399999,36.0519443100001,GREENE,AR,PARAGOULD,72450,323
-93.58441613,33.64817908,HEMPSTEAD,AR,HOPE,71801,324
-92.84270041,34.3448684700001,HOT SPRING,AR,MALVERN,72104,325
-92.7858884,34.3587740400001,HOT SPRING,AR,MALVERN,72104,326
-93.8805491799999,33.94972276,HOWARD,AR,NASHVILLE,71852,327
-91.63459098,35.7678692600001,INDEPENDENCE,AR,BATESVILLE,72501,328
-92.12808717,36.1267768500001,IZARD,AR,CALICO ROCK,72519,329
-91.2650600599999,35.60856885,JACKSON,AR,NEWPORT,72112,330
-92.0176802,34.1877346900001,JEFFERSON,AR,PINE BLUFF,71603,331
-93.44408063,35.46157579,JOHNSON,AR,CLARKSVILLE,72830,332
-90.96782345,36.0737585000001,LAWRENCE,AR,WALNUT RIDGE,72476,333
-94.13485202,33.6692528200001,LITTLE RIVER,AR,ASHDOWN,71822,334
-93.93517063,35.1403219200001,LOGAN,AR,BOONEVILLE,72927,335
-93.72487855,35.28929334,LOGAN,AR,PARIS,72855,336
-92.0347837,34.9816286000001,LONOKE,AR,CABOT,72023,337
-94.0340908699999,33.4610700200001,MILLER,AR,TEXARKANA,71854,338
-89.91731125,35.94301993,MISSISSIPPI,AR,BLYTHEVILLE,72315,339
-89.97557004,35.6997050800001,MISSISSIPPI,AR,OSCEOLA,72370,340
-92.8367393299999,33.5758211300001,OUACHITA,AR,CAMDEN,71701,341
-90.62710336,34.5102853400001,PHILLIPS,AR,HELENA,72342,342
-94.22163124,34.5890536000001,POLK,AR,MENA,71953,343
-93.15007797,35.2835554600001,POPE,AR,RUSSELLVILLE,72801,344
-92.2931766899999,34.7432363500001,PULASKI,AR,LITTLE ROCK,72202,345
-92.39327696,34.7391732,PULASKI,AR,LITTLE ROCK,72211,346
-92.3488871499999,34.8002103900001,PULASKI,AR,NORTH LITTLE ROCK,72118,347
-92.38121,34.7441789000001,PULASKI,AR,LITTLE ROCK,72205,348
-92.38065104,34.7438933500001,PULASKI,AR,LITTLE ROCK,72205,349
-92.40274425,34.6573267200001,PULASKI,AR,LITTLE ROCK,72209,350
-92.22340916,34.78365489,PULASKI,AR,NORTH LITTLE ROCK,72117,351
-92.38181609,34.74429608,PULASKI,AR,LITTLE ROCK,72205,352
-92.33939373,34.75001981,PULASKI,AR,LITTLE ROCK,72205,353
-92.20902203,34.8133971300001,PULASKI,AR,SHERWOOD,72120,354
-92.33858471,34.75040053,PULASKI,AR,LITTLE ROCK,72205,355
-92.4017145299999,34.7461006,PULASKI,AR,LITTLE ROCK,72211,356
-92.2076906299999,34.8130951700001,PULASKI,AR,SHERWOOD,72120,357
-92.35476763,34.8220666500001,PULASKI,AR,NORTH LITTLE ROCK,72113,358
-92.32013731,34.7490251500001,PULASKI,AR,LITTLE ROCK,72205,359
-92.39441325,34.87643567,PULASKI,AR,MAUMELLE,72113,360
-90.99738763,36.28976027,RANDOLPH,AR,POCAHONTAS,72455,361
-92.5329313299999,34.6138459800001,SALINE,AR,BENTON,72019,362
-92.5859901699999,34.5733526000001,SALINE,AR,BENTON,72015,363
-94.105868,34.89455358,SCOTT,AR,WALDRON,72958,364
-94.4194573,35.37494781,SEBASTIAN,AR,FORT SMITH,72901,365
-94.35252746,35.35586935,SEBASTIAN,AR,FORT SMITH,72903,366
-94.41875448,35.3739403100001,SEBASTIAN,AR,FORT SMITH,72901,367
-94.35205497,35.35586599,SEBASTIAN,AR,FORT SMITH,72903,368
-94.34345322,35.3474569800001,SEBASTIAN,AR,FORT SMITH,72903,369
-94.41973301,35.3750165700001,SEBASTIAN,AR,FORT SMITH,72901,370
-94.31306819,35.34133753,SEBASTIAN,AR,BARLING,72923,371
-90.77588392,35.0400192500001,ST. FRANCIS,AR,FORREST CITY,72335,372
